course_code,sdg_number,sdg_name,addressed,justification,timestamp
COMM5501,4,Quality Education,Supported,"Keywords detected: variety, variety",2024-11-25 13:21:52.944499
COMM5501,8,Decent Work and Economic Growth,Supported,Keywords detected: business,2024-11-25 13:21:52.944499
FINS3616,8,Decent Work and Economic Growth,Supported,"Keywords detected: exchange, finance, exchange",2024-11-25 13:21:53.406966
FINS3616,9,Industry Innovation and Infrastructure,Supported,Keywords detected: governance,2024-11-25 13:21:53.406966
MARK4210,7,Affordable and Clean Energy,Supported,Keywords detected: consum,2024-11-25 13:22:04.245956
MARK5828,8,Decent Work and Economic Growth,Supported,"Keywords detected: company, business",2024-11-25 13:22:05.701487
FINS3640,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: security,2024-11-25 13:22:06.541841
FINS3640,7,Affordable and Clean Energy,Supported,Keywords detected: alternative,2024-11-25 13:22:06.541841
TABL2751,10,Reduced Inequalities,Supported,Keywords detected: income,2024-11-25 13:22:11.991900
COMM8101,10,Reduced Inequalities,Supported,Keywords detected: just,2024-11-25 13:22:12.445211
TABL3755,6,Clean Water and Sanitation,Supported,Keywords detected: fen,2024-11-25 13:22:13.350259
ECON3124,8,Decent Work and Economic Growth,Supported,Keywords detected: public policy,2024-11-25 13:22:21.064084
ECON3124,13,Climate Action,Supported,Keywords detected: public policy,2024-11-25 13:22:21.064084
TABL5582,4,Quality Education,Supported,"Keywords detected: variety, original",2024-11-25 13:22:22.157617
ECON5323,8,Decent Work and Economic Growth,Supported,Keywords detected: conflicts,2024-11-25 13:22:25.044617
MGMT5912,4,Quality Education,Supported,"Keywords detected: cultur, cultur, cultur",2024-11-25 13:22:25.803920
MGMT5912,10,Reduced Inequalities,Supported,"Keywords detected: cult, cult, cult",2024-11-25 13:22:25.803920
MARK5814,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business",2024-11-25 13:22:27.320094
MARK5814,10,Reduced Inequalities,Supported,"Keywords detected: just, cult",2024-11-25 13:22:27.320094
MARK5814,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 13:22:27.320094
FINS5590,8,Decent Work and Economic Growth,Supported,Keywords detected: finance,2024-11-25 13:22:28.792184
FINS5590,3,Good Health and Well-being,Supported,Keywords detected: delivery,2024-11-25 13:22:28.792184
FINS5590,6,Clean Water and Sanitation,Supported,"Keywords detected: fen, pond",2024-11-25 13:22:28.792184
ACTL5305,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business",2024-11-25 13:22:39.987987
ACTL5305,4,Quality Education,Focus,Keywords detected: science,2024-11-25 13:22:39.987987
RISK5005,13,Climate Action,Focus,"Keywords detected: climate change, climate change, net zero",2024-11-25 13:22:41.051152
RISK5005,3,Good Health and Well-being,Supported,"Keywords detected: risks, risks",2024-11-25 13:22:41.051152
RISK5005,8,Decent Work and Economic Growth,Supported,Keywords detected: economy,2024-11-25 13:22:41.051152
MBAE7504,4,Quality Education,Supported,"Keywords detected: cultur, cultur, identity, cultur",2024-11-25 13:22:42.705986
MBAE7504,10,Reduced Inequalities,Supported,"Keywords detected: cult, culture, cult, cult",2024-11-25 13:22:42.705986
MBAE7504,14,Life Below Water,Supported,Keywords detected: deep,2024-11-25 13:22:42.705986
MBAE7504,13,Climate Action,Focus,Keywords detected: adaptation,2024-11-25 13:22:42.705986
MBAE7504,16,"Peace, Justice and Strong Institutions",Focus,Keywords detected: enable,2024-11-25 13:22:42.705986
ECON3206,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, finance, business",2024-11-25 13:22:51.495674
MNGT5585,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business",2024-11-25 13:22:52.630163
MNGT5585,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 13:22:52.630163
MNGT5585,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 13:22:52.630163
MNGT5585,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 13:22:52.630163
MNGT5585,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 13:22:52.630163
MNGT5585,10,Reduced Inequalities,Supported,"Keywords detected: belief, cult",2024-11-25 13:22:52.630163
TABL5537,11,Sustainable Cities and Communities,Supported,Keywords detected: foundation,2024-11-25 13:23:02.210132
TABL5537,8,Decent Work and Economic Growth,Supported,Keywords detected: business,2024-11-25 13:23:02.210132
TABL5805,4,Quality Education,Supported,"Keywords detected: original, variety, science",2024-11-25 13:23:08.980757
TABL5805,9,Industry Innovation and Infrastructure,Supported,Keywords detected: inquiry,2024-11-25 13:23:08.980757
ECON5321,8,Decent Work and Economic Growth,Supported,Keywords detected: trade,2024-11-25 13:23:11.204431
ECON5321,9,Industry Innovation and Infrastructure,Supported,Keywords detected: trade,2024-11-25 13:23:11.204431
ECON5321,10,Reduced Inequalities,Supported,"Keywords detected: just, cult",2024-11-25 13:23:11.204431
FINS5545,8,Decent Work and Economic Growth,Supported,Keywords detected: finance,2024-11-25 13:23:15.161088
FINS5545,10,Reduced Inequalities,Supported,Keywords detected: just,2024-11-25 13:23:15.161088
ECON7205,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business",2024-11-25 13:23:16.464894
ECON7205,12,Responsible Consumption and Production,Supported,Keywords detected: fall,2024-11-25 13:23:16.464894
ECON7205,16,"Peace, Justice and Strong Institutions",Focus,Keywords detected: enable,2024-11-25 13:23:16.464894
ECON7205,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 13:23:16.464894
ECON7205,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 13:23:16.464894
ECON7205,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 13:23:16.464894
FINS5576,8,Decent Work and Economic Growth,Supported,"Keywords detected: finance, finance, business",2024-11-25 13:23:22.165918
MGMT2721,13,Climate Action,Supported,Keywords detected: decision-making,2024-11-25 13:23:22.883499
COMM1100,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business, business",2024-11-25 13:23:27.798677
ACCT2562,4,Quality Education,Supported,Keywords detected: tradition,2024-11-25 13:23:29.211151
ACCT2562,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business, business, business, company",2024-11-25 13:23:29.211151
ACCT2562,11,Sustainable Cities and Communities,Supported,Keywords detected: foundation,2024-11-25 13:23:29.211151
ACCT2562,3,Good Health and Well-being,Supported,"Keywords detected: risks, risks, risks",2024-11-25 13:23:29.211151
ACCT2562,6,Clean Water and Sanitation,Supported,Keywords detected: pond,2024-11-25 13:23:29.211151
FINS3636,8,Decent Work and Economic Growth,Supported,"Keywords detected: firm, firm",2024-11-25 13:23:35.326406
FINS3636,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: obligation,2024-11-25 13:23:35.326406
INFS3873,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business",2024-11-25 13:23:36.290733
INFS4886,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 13:23:39.345110
FINS3614,8,Decent Work and Economic Growth,Supported,"Keywords detected: finance, enterprise",2024-11-25 13:23:46.750221
FINS3614,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: industry, enterprise",2024-11-25 13:23:46.750221
COMM5040,1,No Poverty,Focus,"Keywords detected: ecosystem, ecosystem",2024-11-25 13:23:48.776508
COMM5040,12,Responsible Consumption and Production,Supported,"Keywords detected: ecosystem, ecosystem",2024-11-25 13:23:48.776508
COMM5040,8,Decent Work and Economic Growth,Supported,"Keywords detected: entrepr, enterprise",2024-11-25 13:23:48.776508
COMM5040,9,Industry Innovation and Infrastructure,Supported,Keywords detected: enterprise,2024-11-25 13:23:48.776508
COMM3020,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business",2024-11-25 13:23:49.965632
COMM3020,4,Quality Education,Supported,"Keywords detected: cultur, variety, cultur",2024-11-25 13:23:49.965632
COMM3020,10,Reduced Inequalities,Supported,"Keywords detected: cult, cult",2024-11-25 13:23:49.965632
FINS5547,4,Quality Education,Supported,Keywords detected: tradition,2024-11-25 13:23:54.625495
FINS5547,8,Decent Work and Economic Growth,Supported,"Keywords detected: finance, finance, business, finance, business, finance, finance",2024-11-25 13:23:54.625495
FINS5547,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: transaction,2024-11-25 13:23:54.625495
TABL2741,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, company, business, business, corporate governance",2024-11-25 13:23:55.367640
TABL2741,13,Climate Action,Supported,Keywords detected: decision-making,2024-11-25 13:23:55.367640
TABL2741,9,Industry Innovation and Infrastructure,Supported,Keywords detected: governance,2024-11-25 13:23:55.367640
MGMT3001,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 13:23:57.003642
MGMT3001,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 13:23:57.003642
MGMT3001,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 13:23:57.003642
MGMT3001,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 13:23:57.003642
MGMT3001,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business, company",2024-11-25 13:23:57.003642
MGMT3001,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 13:23:57.003642
AGSM9162,4,Quality Education,Focus,"Keywords detected: science, literacy",2024-11-25 13:23:58.955326
AGSM9162,7,Affordable and Clean Energy,Focus,"Keywords detected: clean energy, clean energy, clean energy, resilience",2024-11-25 13:23:58.955326
AGSM9162,10,Reduced Inequalities,Supported,"Keywords detected: just, just",2024-11-25 13:23:58.955326
AGSM9162,13,Climate Action,Supported,"Keywords detected: decarbonisation, decarbonisation, decarbonisation, decarbonisation, resilience, adaptation",2024-11-25 13:23:58.955326
AGSM9162,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: innovation, technolog, industry",2024-11-25 13:23:58.955326
AGSM9162,11,Sustainable Cities and Communities,Focus,Keywords detected: resilience,2024-11-25 13:23:58.955326
INFS5705,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business, business",2024-11-25 13:23:59.455824
INFS5705,9,Industry Innovation and Infrastructure,Supported,Keywords detected: technolog,2024-11-25 13:23:59.455824
INFS5705,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 13:23:59.455824
INFS5705,11,Sustainable Cities and Communities,Focus,"Keywords detected: sustainab, sustainable development",2024-11-25 13:23:59.455824
INFS5705,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 13:23:59.455824
FINS5530,8,Decent Work and Economic Growth,Supported,"Keywords detected: economy, capital",2024-11-25 13:24:00.955486
FINS5530,3,Good Health and Well-being,Supported,Keywords detected: risks,2024-11-25 13:24:00.955486
TABL2741,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, company, business, business, corporate governance",2024-11-25 13:24:02.389175
TABL2741,13,Climate Action,Supported,Keywords detected: decision-making,2024-11-25 13:24:02.389175
TABL2741,9,Industry Innovation and Infrastructure,Supported,Keywords detected: governance,2024-11-25 13:24:02.389175
TABL5509,8,Decent Work and Economic Growth,Supported,"Keywords detected: resolution, pay, resolution, resolution",2024-11-25 13:24:04.499020
TABL5509,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: dispute, dispute",2024-11-25 13:24:04.499020
TABL5509,13,Climate Action,Focus,Keywords detected: fair,2024-11-25 13:24:04.499020
ACCT3995,6,Clean Water and Sanitation,Supported,Keywords detected: fen,2024-11-25 13:24:06.036959
ACCT3995,9,Industry Innovation and Infrastructure,Supported,Keywords detected: investigation,2024-11-25 13:24:06.036959
INFS5987,16,"Peace, Justice and Strong Institutions",Focus,Keywords detected: enable,2024-11-25 13:24:07.322000
INFS5987,11,Sustainable Cities and Communities,Supported,Keywords detected: foundation,2024-11-25 13:24:07.322000
MNGT5587,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business",2024-11-25 13:24:17.481578
MNGT5587,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: inquiry, investigation",2024-11-25 13:24:17.481578
MNGT5587,6,Clean Water and Sanitation,Supported,Keywords detected: opportunity,2024-11-25 13:24:17.481578
MNGT5587,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 13:24:17.481578
MNGT5587,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 13:24:17.481578
MNGT5587,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 13:24:17.481578
MNGT5587,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 13:24:17.481578
ACCT5938,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 13:24:17.990828
ACCT5938,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business",2024-11-25 13:24:17.990828
AGSM9271,6,Clean Water and Sanitation,Supported,Keywords detected: strengthen,2024-11-25 13:24:18.831744
AGSM9271,10,Reduced Inequalities,Supported,"Keywords detected: just, cult",2024-11-25 13:24:18.831744
AGSM9271,4,Quality Education,Supported,"Keywords detected: variety, cultur",2024-11-25 13:24:18.831744
AGSM9271,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 13:24:18.831744
AGSM9271,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 13:24:18.831744
AGSM9271,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 13:24:18.831744
INFS4854,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: industry, governance, industry",2024-11-25 13:24:21.873541
ECON2403,4,Quality Education,Focus,Keywords detected: science,2024-11-25 13:24:22.860947
AGSM9712,13,Climate Action,Focus,Keywords detected: gender,2024-11-25 13:24:27.815804
AGSM9712,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 13:24:27.815804
AGSM9712,5,Gender Equality,Supported,Keywords detected: gender,2024-11-25 13:24:27.815804
AGSM9712,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 13:24:27.815804
AGSM9712,7,Affordable and Clean Energy,Supported,Keywords detected: power,2024-11-25 13:24:27.815804
ECON5310,10,Reduced Inequalities,Supported,"Keywords detected: income, equitable, cult",2024-11-25 13:24:31.428759
ECON5310,11,Sustainable Cities and Communities,Supported,Keywords detected: economic development,2024-11-25 13:24:31.428759
ECON5310,1,No Poverty,Focus,Keywords detected: developing countries,2024-11-25 13:24:31.428759
ECON5310,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 13:24:31.428759
MARK5811,10,Reduced Inequalities,Supported,Keywords detected: just,2024-11-25 13:24:33.978749
MNGT5234,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business",2024-11-25 13:24:34.795517
