course_code,sdg_number,sdg_name,addressed,justification,timestamp
LAND2312,13,Climate Action,Focus,"Keywords detected: sustainab, ecological system, sustainab",2024-11-25 15:19:14.187098
LAND2312,15,Life on Land,Supported,"Keywords detected: ecological system, land",2024-11-25 15:19:14.187098
LAND2312,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:19:14.187098
LAND2312,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:19:14.187098
DDES9123,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 15:19:15.280292
DDES9123,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 15:19:15.280292
DDES9123,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 15:19:15.280292
DDES9123,9,Industry Innovation and Infrastructure,Supported,Keywords detected: machinery,2024-11-25 15:19:15.280292
LAWS8067,10,Reduced Inequalities,Focus,"Keywords detected: heritage, cult",2024-11-25 15:19:15.918695
LAWS8067,13,Climate Action,Focus,Keywords detected: human right,2024-11-25 15:19:15.918695
LAWS8067,4,Quality Education,Supported,"Keywords detected: cultur, human right",2024-11-25 15:19:15.918695
LAWS8067,8,Decent Work and Economic Growth,Supported,Keywords detected: cultural heritage,2024-11-25 15:19:15.918695
LAWS8067,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: human rights,2024-11-25 15:19:15.918695
INTA3004,4,Quality Education,Supported,"Keywords detected: cultur, identity",2024-11-25 15:19:16.272326
INTA3004,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:19:16.272326
SOMS3232,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: cancer,2024-11-25 15:19:18.179701
SOMS3232,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: scientific research, technolog, technolog, scientific research",2024-11-25 15:19:18.179701
PLAN2006,15,Life on Land,Supported,Keywords detected: land,2024-11-25 15:19:18.457385
ARTS3380,9,Industry Innovation and Infrastructure,Supported,Keywords detected: inquiry,2024-11-25 15:19:18.827765
LAWS9800,10,Reduced Inequalities,Supported,Keywords detected: doctrine,2024-11-25 15:19:19.074924
EDST5802,10,Reduced Inequalities,Supported,"Keywords detected: just, disadvantage",2024-11-25 15:19:19.618403
EDST5802,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: disadvantage,2024-11-25 15:19:19.618403
PHCM9790,3,Good Health and Well-being,Supported,"Keywords detected: health system, health outcomes",2024-11-25 15:19:20.365211
PHCM9790,10,Reduced Inequalities,Supported,"Keywords detected: disadvantage, just",2024-11-25 15:19:20.365211
PHCM9790,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: disadvantage,2024-11-25 15:19:20.365211
PHCM9790,9,Industry Innovation and Infrastructure,Supported,Keywords detected: governance,2024-11-25 15:19:20.365211
MATH2018,11,Sustainable Cities and Communities,Focus,Keywords detected: creativ,2024-11-25 15:19:20.762058
MATH2018,4,Quality Education,Supported,Keywords detected: creative,2024-11-25 15:19:20.762058
DART1301,10,Reduced Inequalities,Supported,Keywords detected: movement,2024-11-25 15:19:21.279267
MINE3630,9,Industry Innovation and Infrastructure,Supported,Keywords detected: technolog,2024-11-25 15:19:21.693881
MINE3630,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: security,2024-11-25 15:19:21.693881
CVEN3502,6,Clean Water and Sanitation,Focus,"Keywords detected: water, water, water",2024-11-25 15:19:22.186888
CVEN3502,12,Responsible Consumption and Production,Supported,"Keywords detected: waste, waste",2024-11-25 15:19:22.186888
BEIL6002,16,"Peace, Justice and Strong Institutions",Focus,"Keywords detected: urban, urban, urban, urban",2024-11-25 15:19:22.518919
BEIL6002,9,Industry Innovation and Infrastructure,Supported,Keywords detected: exploration,2024-11-25 15:19:22.518919
ZBUS8201,9,Industry Innovation and Infrastructure,Supported,Keywords detected: innovation,2024-11-25 15:19:23.433311
VISN5522,16,"Peace, Justice and Strong Institutions",Focus,Keywords detected: enable,2024-11-25 15:19:23.975979
VISN5522,9,Industry Innovation and Infrastructure,Supported,Keywords detected: technolog,2024-11-25 15:19:23.975979
DART1121,11,Sustainable Cities and Communities,Focus,Keywords detected: creativ,2024-11-25 15:19:24.992532
DART1121,4,Quality Education,Supported,Keywords detected: creative,2024-11-25 15:19:24.992532
ZEIT4118,4,Quality Education,Focus,"Keywords detected: science, science",2024-11-25 15:19:25.329532
ZEIT4118,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: technolog, technolog",2024-11-25 15:19:25.329532
ZEIT4118,11,Sustainable Cities and Communities,Supported,"Keywords detected: education, education, education",2024-11-25 15:19:25.329532
ZEIT4118,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: security, security, accountability",2024-11-25 15:19:25.329532
JURD7617,15,Life on Land,Supported,Keywords detected: land,2024-11-25 15:19:25.718156
PLTX1180,9,Industry Innovation and Infrastructure,Supported,Keywords detected: investigation,2024-11-25 15:19:26.160252
MATH3560,4,Quality Education,Supported,Keywords detected: original,2024-11-25 15:19:27.486658
SOCF5103,3,Good Health and Well-being,Supported,Keywords detected: therapeutic,2024-11-25 15:19:27.957853
JURD7361,13,Climate Action,Focus,"Keywords detected: environmental law, climate change, pollution, sustainab, environmental challenge, environmental law, environmental law",2024-11-25 15:19:28.602072
JURD7361,14,Life Below Water,Focus,Keywords detected: biodivers,2024-11-25 15:19:28.602072
JURD7361,9,Industry Innovation and Infrastructure,Supported,Keywords detected: biodivers,2024-11-25 15:19:28.602072
JURD7361,12,Responsible Consumption and Production,Supported,Keywords detected: natural resource,2024-11-25 15:19:28.602072
JURD7361,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 15:19:28.602072
JURD7361,11,Sustainable Cities and Communities,Focus,"Keywords detected: sustainab, sustainable development",2024-11-25 15:19:28.602072
JURD7361,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:19:28.602072
JURD7361,8,Decent Work and Economic Growth,Supported,Keywords detected: resolution,2024-11-25 15:19:28.602072
JURD7361,15,Life on Land,Supported,Keywords detected: land,2024-11-25 15:19:28.602072
LAND7303,15,Life on Land,Supported,"Keywords detected: land, land, land",2024-11-25 15:19:29.001368
LAND7303,8,Decent Work and Economic Growth,Supported,Keywords detected: resolution,2024-11-25 15:19:29.001368
TELE9755,9,Industry Innovation and Infrastructure,Supported,Keywords detected: technolog,2024-11-25 15:19:29.753002
TELE9755,10,Reduced Inequalities,Supported,Keywords detected: disadvantage,2024-11-25 15:19:29.753002
TELE9755,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: disadvantage,2024-11-25 15:19:29.753002
JURD7411,9,Industry Innovation and Infrastructure,Supported,Keywords detected: production,2024-11-25 15:19:30.637903
ZEIT1208,4,Quality Education,Focus,"Keywords detected: science, science",2024-11-25 15:19:31.601764
ZEIT1208,7,Affordable and Clean Energy,Supported,Keywords detected: electric,2024-11-25 15:19:31.601764
ZEIT1208,9,Industry Innovation and Infrastructure,Supported,Keywords detected: equipment,2024-11-25 15:19:31.601764
LAWS3368,10,Reduced Inequalities,Supported,Keywords detected: doctrine,2024-11-25 15:19:31.985405
PSYC3202,4,Quality Education,Focus,"Keywords detected: science, science",2024-11-25 15:19:32.946504
VISN3111,12,Responsible Consumption and Production,Focus,Keywords detected: lifespan,2024-11-25 15:19:33.661020
VISN3111,3,Good Health and Well-being,Supported,"Keywords detected: lifespan, impairment",2024-11-25 15:19:33.661020
VISN3111,13,Climate Action,Supported,Keywords detected: decision-making,2024-11-25 15:19:33.661020
ARTS3064,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:19:34.096881
ARTS3064,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:19:34.096881
COMP4920,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: innovation, technolog, technolog, technolog",2024-11-25 15:19:34.522981
COMP4920,13,Climate Action,Focus,"Keywords detected: judgement, fair",2024-11-25 15:19:34.522981
COMP4920,10,Reduced Inequalities,Supported,Keywords detected: just,2024-11-25 15:19:34.522981
COMP4920,12,Responsible Consumption and Production,Supported,Keywords detected: fall,2024-11-25 15:19:34.522981
COMP4920,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: accountability,2024-11-25 15:19:34.522981
ARTS3377,9,Industry Innovation and Infrastructure,Supported,Keywords detected: inquiry,2024-11-25 15:19:35.218071
ARTS3630,10,Reduced Inequalities,Focus,"Keywords detected: culture, cult",2024-11-25 15:19:35.579863
ARTS3630,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:19:35.579863
SOCW7852,3,Good Health and Well-being,Supported,Keywords detected: delivery,2024-11-25 15:19:35.914271
BENV7800,9,Industry Innovation and Infrastructure,Supported,Keywords detected: production,2024-11-25 15:19:36.307597
ARTS3885,11,Sustainable Cities and Communities,Supported,"Keywords detected: violence, violence, violence",2024-11-25 15:19:36.598385
ARTS3885,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:19:36.598385
ARTS3885,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:19:36.598385
JURD7387,10,Reduced Inequalities,Supported,"Keywords detected: migra, migra, migra, migra, migra, migra, migra, migra",2024-11-25 15:19:37.266023
JURD7387,13,Climate Action,Focus,Keywords detected: human right,2024-11-25 15:19:37.266023
JURD7387,4,Quality Education,Supported,Keywords detected: human right,2024-11-25 15:19:37.266023
JURD7387,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: human rights,2024-11-25 15:19:37.266023
JURD7942,10,Reduced Inequalities,Supported,"Keywords detected: just, movement",2024-11-25 15:19:37.642796
MUSC2803,4,Quality Education,Supported,Keywords detected: original,2024-11-25 15:19:38.066041
MUSC2803,8,Decent Work and Economic Growth,Supported,Keywords detected: company,2024-11-25 15:19:38.066041
BIOM9621,5,Gender Equality,Supported,Keywords detected: medical,2024-11-25 15:19:38.931921
EXPT2151,10,Reduced Inequalities,Supported,Keywords detected: movement,2024-11-25 15:19:39.563249
EXPT2151,12,Responsible Consumption and Production,Focus,Keywords detected: lifespan,2024-11-25 15:19:39.563249
EXPT2151,3,Good Health and Well-being,Supported,Keywords detected: lifespan,2024-11-25 15:19:39.563249
EXPT2151,4,Quality Education,Focus,Keywords detected: science,2024-11-25 15:19:39.563249
ZEIT2190,15,Life on Land,Supported,Keywords detected: ground,2024-11-25 15:19:40.348930
ZEIT2190,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: security,2024-11-25 15:19:40.348930
ELEC4614,7,Affordable and Clean Energy,Supported,"Keywords detected: power, power, power",2024-11-25 15:19:40.850500
ARTS2212,10,Reduced Inequalities,Focus,"Keywords detected: culture, cult, just",2024-11-25 15:19:41.429550
ARTS2212,4,Quality Education,Supported,"Keywords detected: cultur, original",2024-11-25 15:19:41.429550
JURD7586,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: law of the sea, law of the sea, law of the sea, law of the sea, law of the sea, law of the sea",2024-11-25 15:19:42.168876
JURD7586,10,Reduced Inequalities,Supported,"Keywords detected: doctrine, just",2024-11-25 15:19:42.168876
ARTS2036,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:19:42.617780
ARTS2036,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:19:42.617780
ARTS2036,6,Clean Water and Sanitation,Supported,Keywords detected: fen,2024-11-25 15:19:42.617780
ZEIT4501,4,Quality Education,Focus,"Keywords detected: science, science, creative, literacy, creative, creative",2024-11-25 15:19:43.255241
ZEIT4501,7,Affordable and Clean Energy,Focus,"Keywords detected: sustainab, sustainab, sustainab, sustainab",2024-11-25 15:19:43.255241
ZEIT4501,11,Sustainable Cities and Communities,Focus,"Keywords detected: sustainab, creativ, sustainab, creativ, sustainab, creativ, sustainab",2024-11-25 15:19:43.255241
ZEIT4501,13,Climate Action,Focus,"Keywords detected: sustainab, sustainab, sustainab, sustainab",2024-11-25 15:19:43.255241
ZEIT4501,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: accountability, accountability, accountability",2024-11-25 15:19:43.255241
ZEIT4501,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 15:19:43.255241
AVIA5030,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: touris, touris, touris, touris, touris",2024-11-25 15:19:43.744178
AVIA5030,7,Affordable and Clean Energy,Focus,"Keywords detected: sustainab, sustainab, renewable",2024-11-25 15:19:43.744178
AVIA5030,11,Sustainable Cities and Communities,Focus,"Keywords detected: sustainab, sustainable development, sustainab, sustainable development",2024-11-25 15:19:43.744178
AVIA5030,13,Climate Action,Focus,"Keywords detected: sustainab, sustainab, climate change",2024-11-25 15:19:43.744178
AVIA5030,1,No Poverty,Focus,Keywords detected: developing countries,2024-11-25 15:19:43.744178
CVEN3401,8,Decent Work and Economic Growth,Supported,Keywords detected: traffic flow,2024-11-25 15:19:44.214491
JURD7222,8,Decent Work and Economic Growth,Supported,Keywords detected: justice,2024-11-25 15:19:44.808259
JURD7222,10,Reduced Inequalities,Supported,"Keywords detected: just, cult",2024-11-25 15:19:44.808259
JURD7222,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:19:44.808259
SOLA5053,4,Quality Education,Focus,Keywords detected: science,2024-11-25 15:19:45.293464
SOLA5053,7,Affordable and Clean Energy,Supported,Keywords detected: power,2024-11-25 15:19:45.293464
SOLA5053,9,Industry Innovation and Infrastructure,Supported,Keywords detected: integration,2024-11-25 15:19:45.293464
MATH1081,9,Industry Innovation and Infrastructure,Supported,Keywords detected: technolog,2024-11-25 15:19:46.020032
VISN4016,4,Quality Education,Focus,"Keywords detected: science, literacy, science",2024-11-25 15:19:46.564945
VISN4016,9,Industry Innovation and Infrastructure,Supported,Keywords detected: scientific research,2024-11-25 15:19:46.564945
VISN4016,13,Climate Action,Focus,Keywords detected: judgement,2024-11-25 15:19:46.564945
CVEN4309,7,Affordable and Clean Energy,Focus,"Keywords detected: durability, sustainab",2024-11-25 15:19:47.016880
CVEN4309,11,Sustainable Cities and Communities,Focus,"Keywords detected: durability, sustainab",2024-11-25 15:19:47.016880
CVEN4309,13,Climate Action,Focus,"Keywords detected: durability, sustainab",2024-11-25 15:19:47.016880
ARTS3048,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:19:47.451791
ARTS3048,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:19:47.451791
BIOS2500,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:19:48.013575
BIOS2500,6,Clean Water and Sanitation,Supported,Keywords detected: river,2024-11-25 15:19:48.013575
BIOS2500,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:19:48.013575
BIOS2500,12,Responsible Consumption and Production,Supported,Keywords detected: fall,2024-11-25 15:19:48.013575
EDST2003,11,Sustainable Cities and Communities,Focus,Keywords detected: school,2024-11-25 15:19:48.941824
EDST2003,4,Quality Education,Supported,"Keywords detected: numeracy, literacy, numeracy, literacy, numeracy, literacy, numeracy, literacy",2024-11-25 15:19:48.941824
EDST2003,10,Reduced Inequalities,Supported,Keywords detected: equity,2024-11-25 15:19:48.941824
EDST2003,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: equity,2024-11-25 15:19:48.941824
EDST2003,6,Clean Water and Sanitation,Supported,Keywords detected: stream,2024-11-25 15:19:48.941824
AVIA1901,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, revenue",2024-11-25 15:19:49.595406
AVIA1901,6,Clean Water and Sanitation,Supported,Keywords detected: river,2024-11-25 15:19:49.595406
AVIA1901,13,Climate Action,Focus,Keywords detected: oil,2024-11-25 15:19:49.595406
AVIA1901,7,Affordable and Clean Energy,Supported,Keywords detected: fuel,2024-11-25 15:19:49.595406
AVIA1901,10,Reduced Inequalities,Supported,Keywords detected: movement,2024-11-25 15:19:49.595406
ZEIT8020,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 15:19:49.966806
ZEIT8020,6,Clean Water and Sanitation,Supported,"Keywords detected: fen, fen, fen",2024-11-25 15:19:49.966806
ZEIT8020,8,Decent Work and Economic Growth,Supported,Keywords detected: trade,2024-11-25 15:19:49.966806
ZEIT8020,9,Industry Innovation and Infrastructure,Supported,Keywords detected: trade,2024-11-25 15:19:49.966806
ZEIT8020,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: security, offense",2024-11-25 15:19:49.966806
ZEIT8020,10,Reduced Inequalities,Supported,Keywords detected: doctrine,2024-11-25 15:19:49.966806
JURD7819,3,Good Health and Well-being,Supported,"Keywords detected: police, police, police, police",2024-11-25 15:19:51.279745
JURD7819,7,Affordable and Clean Energy,Supported,"Keywords detected: power, power, power, power",2024-11-25 15:19:51.279745
JURD7819,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: accountability, accountability, accountability, disadvantage",2024-11-25 15:19:51.279745
JURD7819,8,Decent Work and Economic Growth,Supported,Keywords detected: justice,2024-11-25 15:19:51.279745
JURD7819,10,Reduced Inequalities,Supported,"Keywords detected: disadvantage, just",2024-11-25 15:19:51.279745
CDEV6500,13,Climate Action,Focus,"Keywords detected: judgement, decision-making",2024-11-25 15:19:51.646640
DART1220,11,Sustainable Cities and Communities,Supported,"Keywords detected: foundation, foundation",2024-11-25 15:19:52.913430
MUSC3807,10,Reduced Inequalities,Focus,"Keywords detected: culture, cult, culture, cult, migra",2024-11-25 15:19:53.177585
MUSC3807,4,Quality Education,Supported,"Keywords detected: cultur, cultur, tradition",2024-11-25 15:19:53.177585
MUSC3807,13,Climate Action,Focus,Keywords detected: globalis,2024-11-25 15:19:53.177585
ARCH1102,8,Decent Work and Economic Growth,Supported,Keywords detected: resolution,2024-11-25 15:19:53.657583
IEST5001,15,Life on Land,Focus,"Keywords detected: environmental issue, environmental issue",2024-11-25 15:19:54.043106
IEST5001,4,Quality Education,Supported,"Keywords detected: cultur, creative, variety, cultur",2024-11-25 15:19:54.043106
IEST5001,7,Affordable and Clean Energy,Supported,"Keywords detected: power, sustainab",2024-11-25 15:19:54.043106
IEST5001,10,Reduced Inequalities,Supported,"Keywords detected: cult, just, cult",2024-11-25 15:19:54.043106
IEST5001,11,Sustainable Cities and Communities,Focus,"Keywords detected: creativ, sustainab",2024-11-25 15:19:54.043106
IEST5001,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 15:19:54.043106
LAWS3040,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: security, security, security, security, security, security, security, security",2024-11-25 15:19:54.949017
LAWS3040,15,Life on Land,Supported,Keywords detected: land,2024-11-25 15:19:54.949017
LAWS3040,10,Reduced Inequalities,Supported,Keywords detected: just,2024-11-25 15:19:54.949017
PSYC5006,12,Responsible Consumption and Production,Focus,"Keywords detected: lifespan, lifespan",2024-11-25 15:19:55.501922
PSYC5006,3,Good Health and Well-being,Supported,"Keywords detected: lifespan, lifespan",2024-11-25 15:19:55.501922
PSYC5006,9,Industry Innovation and Infrastructure,Supported,Keywords detected: scientific research,2024-11-25 15:19:55.501922
EDST6726,13,Climate Action,Focus,Keywords detected: abuse,2024-11-25 15:19:56.135225
EDST6726,15,Life on Land,Supported,Keywords detected: ground,2024-11-25 15:19:56.135225
PSYC5005,4,Quality Education,Focus,"Keywords detected: science, science, science, science",2024-11-25 15:19:56.721654
PSYC5005,3,Good Health and Well-being,Supported,"Keywords detected: addiction, mental health, addiction",2024-11-25 15:19:56.721654
PSYC5005,10,Reduced Inequalities,Supported,Keywords detected: just,2024-11-25 15:19:56.721654
PSYC7420,4,Quality Education,Supported,"Keywords detected: cultur, variety",2024-11-25 15:19:57.800966
PSYC7420,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:19:57.800966
BIOM1010,3,Good Health and Well-being,Supported,"Keywords detected: medicine, medicine, medicine",2024-11-25 15:19:58.235118
BIOM1010,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: technolog, technolog, technolog",2024-11-25 15:19:58.235118
BIOM1010,5,Gender Equality,Supported,Keywords detected: medical,2024-11-25 15:19:58.235118
GENL1062,13,Climate Action,Focus,"Keywords detected: human right, human right, abuse, human right, human right",2024-11-25 15:19:58.650515
GENL1062,4,Quality Education,Supported,"Keywords detected: human right, human right, human right, human right",2024-11-25 15:19:58.650515
GENL1062,11,Sustainable Cities and Communities,Supported,Keywords detected: foundation,2024-11-25 15:19:58.650515
GENL1062,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: human rights, human rights, human rights, human rights",2024-11-25 15:19:58.650515
ARTS1360,11,Sustainable Cities and Communities,Supported,Keywords detected: foundation,2024-11-25 15:19:59.005480
LAND2101,15,Life on Land,Supported,"Keywords detected: land, land",2024-11-25 15:19:59.485560
LAND2101,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 15:19:59.485560
LAND2101,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 15:19:59.485560
LAND2101,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 15:19:59.485560
LAND2101,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:19:59.485560
LAND2101,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:19:59.485560
GEOS9011,13,Climate Action,Focus,Keywords detected: environmental impact,2024-11-25 15:20:00.380435
GEOS9011,10,Reduced Inequalities,Supported,Keywords detected: just,2024-11-25 15:20:00.380435
RISK5002,3,Good Health and Well-being,Supported,"Keywords detected: risks, risks, risks, risks",2024-11-25 15:20:01.120293
RISK5002,8,Decent Work and Economic Growth,Supported,"Keywords detected: corporation, corporation",2024-11-25 15:20:01.120293
RISK5002,10,Reduced Inequalities,Supported,Keywords detected: equal,2024-11-25 15:20:01.120293
RISK5002,6,Clean Water and Sanitation,Focus,Keywords detected: liquid,2024-11-25 15:20:01.120293
PSYC4093,4,Quality Education,Supported,"Keywords detected: cultur, cultur",2024-11-25 15:20:01.431144
PSYC4093,10,Reduced Inequalities,Supported,"Keywords detected: cult, cult",2024-11-25 15:20:01.431144
PSYC4093,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: obligation,2024-11-25 15:20:01.431144
LAWS1150,10,Reduced Inequalities,Supported,"Keywords detected: equitable, just",2024-11-25 15:20:01.829164
LAWS1150,8,Decent Work and Economic Growth,Supported,Keywords detected: justice,2024-11-25 15:20:01.829164
LAWS1150,15,Life on Land,Supported,Keywords detected: land,2024-11-25 15:20:01.829164
ZEIT8260,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: security, security",2024-11-25 15:20:02.996196
SOLA9120,15,Life on Land,Focus,Keywords detected: labour,2024-11-25 15:20:03.432403
SOLA9120,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: transaction,2024-11-25 15:20:03.432403
SOLA9120,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: production, production process",2024-11-25 15:20:03.432403
FOOD3801,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: industry, equipment, industry",2024-11-25 15:20:04.060467
PSYC3199,9,Industry Innovation and Infrastructure,Supported,Keywords detected: inquiry,2024-11-25 15:20:04.485960
BENV2522,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:20:04.874749
BENV2522,10,Reduced Inequalities,Supported,"Keywords detected: cult, movement",2024-11-25 15:20:04.874749
ARTS3289,11,Sustainable Cities and Communities,Focus,Keywords detected: creativ,2024-11-25 15:20:05.423115
ARTS3289,4,Quality Education,Supported,Keywords detected: creative,2024-11-25 15:20:05.423115
ECON3209,4,Quality Education,Supported,"Keywords detected: cultur, cultur",2024-11-25 15:20:06.630797
ECON3209,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business, business",2024-11-25 15:20:06.630797
ECON3209,10,Reduced Inequalities,Supported,"Keywords detected: cult, cult",2024-11-25 15:20:06.630797
PHCM9082,3,Good Health and Well-being,Supported,"Keywords detected: healthcare, healthcare system, healthcare, healthcare, healthcare system, healthcare, health services, delivery, health system, health service, health care, health care, health care service, health care, health care",2024-11-25 15:20:07.408267
PHCM9082,4,Quality Education,Supported,"Keywords detected: literacy, literacy, literacy, literacy, literacy, literacy, literacy",2024-11-25 15:20:07.408267
PHCM9082,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, money, business, money, business, business, capital, business, funding, business, business",2024-11-25 15:20:07.408267
PHCM9082,14,Life Below Water,Supported,Keywords detected: deep,2024-11-25 15:20:07.408267
PHCM9082,10,Reduced Inequalities,Supported,Keywords detected: disadvantage,2024-11-25 15:20:07.408267
PHCM9082,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: disadvantage,2024-11-25 15:20:07.408267
DART1310,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:20:08.161390
DART1310,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:20:08.161390
DART1310,9,Industry Innovation and Infrastructure,Supported,Keywords detected: production,2024-11-25 15:20:08.161390
ARTS2282,10,Reduced Inequalities,Focus,"Keywords detected: culture, cult, culture, cult, culture, cult",2024-11-25 15:20:08.626154
ARTS2282,4,Quality Education,Supported,"Keywords detected: cultur, cultur, cultur",2024-11-25 15:20:08.626154
ARTS3460,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: technolog, technolog",2024-11-25 15:20:09.024963
ARTS3460,10,Reduced Inequalities,Supported,"Keywords detected: just, cult",2024-11-25 15:20:09.024963
ARTS3460,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:20:09.024963
JURD7619,13,Climate Action,Focus,"Keywords detected: environmental law, environmental law, environmental law, environmental law, environmental law, environmental law",2024-11-25 15:20:10.153470
JURD7619,10,Reduced Inequalities,Supported,"Keywords detected: doctrine, just",2024-11-25 15:20:10.153470
BLDG2011,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 15:20:10.529492
BLDG2011,7,Affordable and Clean Energy,Focus,"Keywords detected: sustainab, sustainab",2024-11-25 15:20:10.529492
BLDG2011,11,Sustainable Cities and Communities,Focus,"Keywords detected: sustainab, sustainab",2024-11-25 15:20:10.529492
BLDG2011,13,Climate Action,Focus,"Keywords detected: sustainab, sustainab",2024-11-25 15:20:10.529492
TABL2710,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business, business",2024-11-25 15:20:11.164922
CHEM3998,4,Quality Education,Focus,Keywords detected: science,2024-11-25 15:20:11.551094
MDIA3092,13,Climate Action,Focus,Keywords detected: adaptation,2024-11-25 15:20:12.172388
MDIA3092,9,Industry Innovation and Infrastructure,Supported,Keywords detected: innovation,2024-11-25 15:20:12.172388
MANF4430,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: industry, industry",2024-11-25 15:20:12.679018
MANF4430,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: liability, liability",2024-11-25 15:20:12.679018
DART9300,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:20:13.361359
DART9300,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:20:13.361359
LAND2152,14,Life Below Water,Focus,"Keywords detected: species, species",2024-11-25 15:20:14.249169
LAND2152,10,Reduced Inequalities,Supported,"Keywords detected: species, species, cult",2024-11-25 15:20:14.249169
LAND2152,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:20:14.249169
ZEIT4230,7,Affordable and Clean Energy,Supported,"Keywords detected: electric, sustainab, electric",2024-11-25 15:20:14.751665
ZEIT4230,11,Sustainable Cities and Communities,Supported,"Keywords detected: foundation, sustainab, creativ",2024-11-25 15:20:14.751665
ZEIT4230,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 15:20:14.751665
ZEIT4230,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: technolog, technolog",2024-11-25 15:20:14.751665
ZEIT4230,4,Quality Education,Supported,Keywords detected: creative,2024-11-25 15:20:14.751665
